Distances,Angles
"[0.46303508741515176, 0.8196863842160736, 0.8658779829632116, 0.35454730297392856, 0.34788775341093986, 0.379682612841345, 0.09389170732348277, 0.5258439840505191, 0.05897721784580629, 0.09368834470804081, 0.0954921827541496, 0.10722273051066884]","[139.70005999174307, 126.86400045884281, 175.33546474154886, 175.6080275372694, 175.26877751408026, 173.76108590872227, 50.92832534929559, 155.14062486108477, 61.37704460791523, 152.2912239784566, 82.02846506018098, 67.38151260396037, 68.40074308713135]"
"[0.4594391039817083, 0.823100649931291, 0.8661555807645839, 0.3504061127178262, 0.33939247369254694, 0.3887195732696912, 0.09352558756209234, 0.5307942534038651, 0.0629833684062866, 0.09358595076135177, 0.0963100766403508, 0.10701975421484645]","[135.8933460400739, 139.0791562281471, 174.47765492620633, 176.6463926331396, 176.62349225684986, 174.1089517402793, 52.00088334212975, 155.04097653075195, 59.01876593689834, 152.9176157692682, 79.95416526103931, 66.57046021383276, 67.94307555759883]"
"[0.46501157507148727, 0.8424766569818493, 0.8936320307222304, 0.34363155850993965, 0.33691046113190143, 0.4097940858851395, 0.10086137614467612, 0.5650698586633276, 0.0637006298748445, 0.09989440829907303, 0.09840423519987822, 0.1094920287354809]","[134.4488431721654, 131.08855872482033, 176.0101854891297, 176.8492137358801, 177.05139181004878, 173.6725870432394, 50.22178773006015, 156.42078503569047, 57.59237149119656, 152.50093736073617, 78.03600657758832, 67.55014217002565, 68.83065819558645]"
"[0.4563032584766518, 0.8139087317047347, 0.8523175752357394, 0.3459406927000293, 0.33153078339619146, 0.3801652825490327, 0.09014764949844734, 0.5248425295236, 0.05099488779054561, 0.09324973480497824, 0.0929443199158459, 0.1027208014505208]","[137.52167695716997, 134.59288225773514, 175.57422973612674, 177.14873516287375, 175.3849487352941, 173.19836083861048, 54.58899728029902, 154.3109009085097, 65.20111662016802, 154.32721611698264, 81.48094287941021, 69.95004604413472, 70.69785945712628]"
"[0.45588062653895367, 0.802074390187874, 0.8336773696153864, 0.32249588500687293, 0.2962056650689231, 0.3724855120913511, 0.09250549479758739, 0.5272793960589556, 0.07063950057816377, 0.093258442041352, 0.09504598281489794, 0.10499633449969253]","[133.12214302522008, 141.77112307653542, 172.71998480193633, 177.29825595736125, 178.08586052755078, 173.6069674625583, 52.29679521436135, 154.99265356307438, 54.05781627654238, 157.19078276538968, 72.48074937134419, 61.45624922950923, 66.23521552893035]"
"[0.45182354761014476, 0.7945869316088618, 0.8327084935409016, 0.31537009754768874, 0.3001074919010152, 0.362760282804466, 0.08372780740671117, 0.5337626710131215, 0.0748052477924856, 0.09224609639092338, 0.09513039578691232, 0.10559661002584335]","[135.17726612005427, 140.00181932112878, 171.4504657083323, 178.0101244452287, 176.72499259570964, 174.05683512240302, 52.86147901172553, 155.38451072246522, 51.07470803585328, 158.45897145142817, 70.40927053435315, 60.75291107284116, 66.11356799037675]"
"[0.4477361351927777, 0.7796177663561645, 0.8167588847588032, 0.3332587020083567, 0.30379515228434684, 0.348358405599338, 0.09378287378370792, 0.5034797480132644, 0.06927980093053467, 0.0897569110739887, 0.09310123967118113, 0.10186062153383116]","[137.08159108697762, 134.2583991648477, 171.0906294509467, 177.06475508814714, 175.73811580574647, 172.9563283756454, 59.07497107428417, 152.26291972702774, 65.21285716859141, 154.277983067608, 70.95647415925363, 60.89224953903877, 68.45378516390154]"
"[0.4536454774966492, 0.7923612823063042, 0.8186790379256311, 0.30498169322859164, 0.29875829154028305, 0.35873270181398237, 0.0857100084649811, 0.52677581828251, 0.08143849635202698, 0.09396318737705567, 0.0968099907893812, 0.10476211805554812]","[136.0854180484719, 142.98675495292514, 171.8368965130313, 178.5438748372499, 175.7558166397963, 174.3615933691594, 53.79233304604229, 156.78166032981895, 49.84019409790353, 160.8953976572825, 71.6207781851423, 61.17417081736113, 66.45136371805486]"
"[0.46334121362257047, 0.8028410501702073, 0.8284758144947015, 0.30964107524098244, 0.30144317862587716, 0.3506855654783562, 0.0836476502691789, 0.5348955201337257, 0.086997624430593, 0.09442059778003921, 0.0972661774854746, 0.10346070336594386]","[136.10429589850344, 163.629799336234, 171.00348528381704, 176.4256804981663, 173.16938543522429, 171.77851550008475, 57.43056777887449, 154.64919863922196, 49.90709246402614, 160.3702627038232, 69.04836685431323, 59.7087625050257, 63.47068044889484]"
"[0.4740361496688261, 0.8204706429024474, 0.846053452756048, 0.3292359068916354, 0.3211788018967932, 0.3719924374251944, 0.09259609609120528, 0.5321495474693705, 0.08077234663358145, 0.09759377819684978, 0.10075854984430067, 0.10913052291201338]","[140.18783938590084, 141.36853796651835, 173.10343331217095, 178.74749001328377, 174.75149565728356, 174.24080927297283, 53.758032766490444, 156.6234395109884, 54.280825141575036, 159.91193349092086, 75.20635842996013, 62.0747983224782, 66.98684945206534]"
"[0.47006727253404657, 0.8286190401454848, 0.8592512033953529, 0.330685389453601, 0.3311731809803929, 0.3859735279430146, 0.08970619720178302, 0.5436956010388967, 0.08450457744162629, 0.09843663783796298, 0.09936634455383664, 0.10784180444101024]","[138.526171205503, 135.88433533378523, 173.3198379976736, 179.19541732316824, 174.4273787443372, 174.9054754232824, 54.437066175171616, 156.3868104265004, 54.35946997466498, 159.30175780775053, 75.65325369341015, 62.950371692810805, 68.80656012895383]"
"[0.4758182084345013, 0.8266533770866921, 0.853913613307541, 0.3432722586926222, 0.33571368323907047, 0.37751163059646337, 0.09083011932874223, 0.5283035198758642, 0.08635602859214299, 0.0976230032544496, 0.09930364403102454, 0.10835521447837333]","[139.5690025985864, 138.25750684736613, 172.57660636760312, 178.65279377468133, 174.87481341775162, 174.99477828449608, 58.62130242107615, 155.2998271172423, 60.403202828408084, 157.82487063020568, 75.34764512424128, 62.3010300087212, 68.77188366611146]"
"[0.4604382914413531, 0.8231667538229036, 0.853047348288433, 0.33212339384403733, 0.32270434831461103, 0.3880755691767958, 0.0907365303653447, 0.538406477232328, 0.0863348899090172, 0.09661443118582068, 0.099331948148441, 0.10841448579181491]","[136.59984695948413, 139.1700724859984, 172.01780544306783, 178.4198430183861, 174.6453593630524, 174.4273421780989, 54.83537363790743, 156.1821606831091, 51.90762456785203, 159.4665733392035, 74.79043613899958, 62.942349720851084, 67.34487535266263]"
"[0.4727321836889312, 0.8244821957641999, 0.8396112770111751, 0.3135589691163963, 0.2970921753055313, 0.3761121780317342, 0.0772449665351415, 0.5456933064179217, 0.07944491851522018, 0.09645936830730886, 0.0969685149086547, 0.09913130743014438]","[141.86277403221507, 164.9671062027236, 173.4420203006524, 174.21573132557666, 172.8293826683554, 170.66605200349508, 56.36230112622853, 152.10435242682897, 56.33718009849412, 157.62900230185403, 67.29092819740191, 62.07790582923418, 64.02511254868212]"
"[0.4730371105059827, 0.8069958235283546, 0.8202434948004749, 0.30271326199523285, 0.3027920714886935, 0.36194162262553214, 0.08625133524122752, 0.5462658172416929, 0.0780710601264901, 0.1031371941852236, 0.10038735577105526, 0.09558444246693999]","[143.3199236952661, 168.21967132499825, 173.3170239828801, 173.21403118702824, 170.92287872621898, 169.55745192159148, 67.61341634005726, 149.30956912062516, 73.4510980604961, 152.8056836066515, 65.91190794288907, 64.3587404632021, 71.16853061906363]"
"[0.47738270875671157, 0.7992333559480587, 0.8224439289565438, 0.31567831083751846, 0.31123933812071125, 0.34341107437636387, 0.0753572776849298, 0.5192099067539242, 0.0814588085868166, 0.09436200429629946, 0.0992801722359566, 0.10814234257994648]","[140.1777929212949, 152.33227741515026, 170.55993462864103, 177.12839754200996, 172.54366396774975, 174.93966710496454, 50.3691185865783, 157.92542496141888, 46.199322929337214, 163.03740200294288, 70.48888399316427, 61.95149016240967, 67.4004748788943]"
"[0.4641842320940885, 0.814048786473111, 0.840726074323771, 0.30690882238102474, 0.2948244665335355, 0.367453788565712, 0.07938277575032775, 0.5498984937037232, 0.07457387784111989, 0.09439493988356482, 0.09704273333619187, 0.10301165052611064]","[137.9187256456617, 155.77790784919475, 172.1929923767398, 174.93438821950778, 175.26355230971456, 171.78376465702362, 49.85328365343139, 157.568498239838, 43.185273011432656, 162.51060616686553, 71.43759307085237, 61.85045037718884, 62.71101272150534]"
"[0.470979084954482, 0.8193649161027867, 0.8374368167496993, 0.31908252691049266, 0.3016083540838402, 0.36846203762455254, 0.07529845180704522, 0.5324143299195286, 0.07645271394060511, 0.09586571671033418, 0.09969896957828739, 0.10413491775565487]","[141.63160827839332, 156.15548862827941, 170.90772642332004, 175.5746350258805, 171.4095883697334, 172.46410675806382, 48.52690288140826, 158.74001456854558, 42.517336586621525, 163.59513390351032, 70.37723794385626, 62.480605406871476, 62.883471209373134]"
"[0.39433845031208603, 0.8245294806902939, 0.8456109132728451, 0.3183938516348996, 0.2934176481498629, 0.4515766458645876, 0.07529005633913907, 0.5445178501158647, 0.08099926523596304, 0.1000518778181677, 0.1044497712182882, 0.1213433929725265]","[126.63732184153538, 131.77088973497004, 174.98700619145237, 178.40920696117144, 175.87651225072727, 171.61707761852261, 43.734618187663216, 156.72467571762715, 43.62513134696587, 156.19311213763714, 71.88114451674032, 60.36259285170133, 60.476976748746445]"
"[0.3928763207441496, 0.8196894149790714, 0.8301511044943471, 0.3122888931878351, 0.2929302120347868, 0.4501415075746138, 0.07010115979410608, 0.5344501446341585, 0.08395195931269585, 0.09745692579088659, 0.10217996492271078, 0.11816602127897426]","[124.46233232114562, 133.1560919237514, 175.49987165709464, 178.08722353187434, 174.85536069929225, 170.52466854337763, 43.75903748119502, 156.42851940696883, 43.79450835934615, 153.7836493554535, 72.57767220836094, 61.24706044616032, 61.67886247682177]"
"[0.3905281103108471, 0.8170834405099339, 0.832024818843675, 0.31969858865852513, 0.2994948409294697, 0.44515439952933744, 0.07216067689686238, 0.5297397273094274, 0.08217778832205622, 0.09721372528646592, 0.10244194540477673, 0.11875543738865459]","[122.61109589110515, 138.35894156993766, 175.47682991640485, 178.32076552444732, 175.63138283415557, 171.8715682022263, 45.53314285670819, 156.87951238372793, 46.118583631826894, 154.27341593326503, 72.10202709081157, 60.131888544686895, 60.416842708659225]"
"[0.39108773889995163, 0.8192465131949722, 0.8390206283541911, 0.31514732325459155, 0.2929919153337432, 0.4489301809255433, 0.07630897546381538, 0.5415416898111692, 0.08169575075567029, 0.09919818653910438, 0.10377617456288252, 0.12080040475275465]","[124.85991069779988, 134.61240035305562, 175.3508835173155, 178.27137515386582, 175.4913622563177, 171.2514413464969, 43.43164117484058, 156.08381637395985, 43.01942965440619, 154.31398221777346, 71.61170458142003, 60.488795929114595, 60.913347541812]"
"[0.39357348518033997, 0.8294445242557775, 0.8436756786649752, 0.31977758515274923, 0.2968610746229154, 0.45951728983884155, 0.06654493324509107, 0.5435257788933003, 0.08011609393471343, 0.10084157077449118, 0.10513432699365313, 0.12140411451254898]","[124.60638983450875, 132.61083866517185, 174.67671438113697, 178.59547888315632, 173.84739184188697, 172.23076490583463, 47.17713202951752, 156.73360943557736, 44.70510539149169, 155.86302129917078, 71.71174180611736, 59.50619510995416, 59.293473649707735]"
"[0.4282167346266564, 0.7867667167390575, 0.8473064925098, 0.3015876133192409, 0.25458038496248875, 0.3912580053659152, 0.09738437468929499, 0.5656646742252742, 0.08730170231656519, 0.10867256535522898, 0.10429519120518012, 0.12163254896121048]","[115.23812612371945, 154.4739294122762, 171.98457908646841, 176.0042383788782, 179.26509912278348, 170.98145374423387, 41.28382349605152, 159.6408930483043, 55.14965222241323, 158.71158071754863, 75.59827025092457, 62.25103746230955, 58.06255286386902]"
"[0.44472372826838313, 0.7865986689247341, 0.8417377176174239, 0.29736518136027457, 0.2569351613220763, 0.3770380185930234, 0.0952079264976781, 0.5689501870276791, 0.08776008780948563, 0.10764026080548707, 0.1053378259459099, 0.12328703237168419]","[116.16341775325753, 158.01964746416405, 173.26923091984975, 175.99060883060048, 179.3641309234439, 169.94884253608484, 48.40865454933245, 157.45569230600506, 55.78272492504219, 158.80482445630142, 74.40929945637686, 59.33645071854621, 56.920179333762626]"
"[0.45047085610776566, 0.7813297281845721, 0.8399125253512736, 0.3015906994125091, 0.256994669539084, 0.352529219778733, 0.09360188390466655, 0.554208648887592, 0.09000624167369338, 0.10631084605398894, 0.1037115650178968, 0.11920074196709095]","[121.00083642693166, 147.91378105217362, 170.36868487164116, 175.87339880289503, 179.15406631092333, 171.69268133303535, 44.953962985188916, 159.3484313718827, 58.93505465878773, 159.59652475102044, 73.61754011330413, 58.87613424639297, 57.39270647918998]"
"[0.4411333080096178, 0.7733546085723929, 0.837259835750448, 0.2988535639914326, 0.2533300716009056, 0.3560568479920681, 0.10230930632704771, 0.5577194011847109, 0.08873779313841723, 0.10647341627063735, 0.10274651672097071, 0.12015123552908717]","[118.34228712416028, 150.90881914933234, 169.96172075688426, 176.7491743409701, 179.24474379932056, 171.38693116705218, 45.19100297024155, 159.3046699077004, 60.11979594522995, 158.62415231090483, 74.43143501491198, 60.26766528358553, 57.64819897792138]"
"[0.4390032765665107, 0.7738168682392152, 0.8390068134721769, 0.2981778242650505, 0.25278887407573064, 0.35639329058517155, 0.09730637320929106, 0.5581603297722239, 0.0875487858070541, 0.1046514096448773, 0.10358502654255083, 0.1192358790365202]","[119.8598381611518, 151.0458702276813, 169.993395607482, 176.59426604009843, 178.62524185470053, 171.86097537197392, 45.334003959467495, 159.30678440988038, 57.759155090484605, 158.9700489281766, 73.38659326809451, 60.00416685808019, 58.43489084178573]"
"[0.4810381063989835, 0.77532703292985, 0.8143693528644844, 0.39857704479816713, 0.38100695281952124, 0.31664589873307497, 0.08332684750841336, 0.4270722509990024, 0.05914322626482409, 0.08856075707443584, 0.08110246292525491, 0.09061304512743643]","[145.3706122117615, 130.29201109333775, 172.2474889113414, 176.86038103165666, 171.82111628465032, 173.71849547171544, 52.68327498631072, 151.21890513687234, 73.42255725281245, 141.56122619978902, 81.6794807633719, 67.14969215979603, 65.62093428799578]"
"[0.4721077104868621, 0.7813618234853641, 0.8389854566810584, 0.43399310318398915, 0.38418207860124937, 0.3198155539813724, 0.1000535178741307, 0.42035239221895254, 0.05890903355969325, 0.07628506063832037, 0.07048921510240926, 0.07783086215976752]","[161.41631570611432, 113.65289636947769, 176.94853831056403, 170.39345813778704, 167.9365939026979, 174.08993825157143, 52.49550131983594, 157.88586887901997, 80.81283987162574, 145.24355351423253, 87.62440355964037, 65.68232752687996, 56.28873845907967]"
"[0.45295355646222685, 0.7875791791655795, 0.8235448742713422, 0.35187245662525657, 0.3400562285196967, 0.40948200912626054, 0.08026012709093912, 0.502521687443642, 0.060829981607018004, 0.10230875258479517, 0.09383744181469354, 0.09631214150003656]","[133.1280136959984, 160.3552206140569, 175.1344998685805, 175.76169511789504, 173.8586130463986, 172.36694357398076, 50.18624638222366, 159.76893777868636, 51.02625980037459, 160.713577303411, 77.68800627862328, 67.11985679320223, 63.6606501913603]"
"[0.426206704086872, 0.7797078451138224, 0.8164605541431409, 0.39445472436570345, 0.3709709676650344, 0.3998163513928878, 0.0824288996470519, 0.43251090062863545, 0.06853941057857749, 0.0959584666781594, 0.08699552584320391, 0.09912094558722401]","[133.21913847083553, 137.06679808723644, 173.1224386484855, 176.8390102154898, 171.13815670962623, 175.20756240903688, 41.46944504656904, 158.50939404618458, 53.54199108026036, 148.23215930293213, 80.69154756826788, 68.0241490869628, 62.944452229754134]"
"[0.4275005183509896, 0.8032830374498339, 0.8776565183464807, 0.42998529995429435, 0.3635134507478266, 0.37675884987277286, 0.1770312334192165, 0.44963216885702667, 0.07121562775863034, 0.08654500177588455, 0.07741442872832105, 0.09632979468604416]","[156.9429462812261, 110.39849982753107, 175.83299418222703, 170.4628511022632, 173.34674930886806, 170.2330829057075, 30.208702710241013, 167.57242695169404, 57.06019527785019, 148.98625820288757, 78.96372330270353, 66.30511575118307, 51.06144287554275]"
"[0.4299166080003208, 0.806986712077206, 0.8491950092531413, 0.4013226653143804, 0.35779881477064784, 0.3984037564262934, 0.10664425663534374, 0.4491942565706298, 0.06781648108181468, 0.0929878027712596, 0.08503626501704112, 0.10472924737433795]","[142.48483042041062, 135.2377637703626, 174.29287255540265, 174.23678741030136, 173.99361514985296, 172.30749011076335, 30.484530838482282, 164.1075493153001, 49.44403325872728, 149.9563800610923, 80.99638099942176, 65.73796145780504, 56.4222674120523]"
